"provider_vm_id";"source";"fio/4k-seq-write-bandwidth";"fio/4k-seq-write-latency";"fio/4k-seq-write-latency-95-percentile";"fio/8k-rand-read-iops";"fio/8k-rand-read-latency";"fio/8k-rand-read-latency-95-percentile";"iperf/multi-thread-bandwidth";"iperf/single-thread-bandwidth";"md-sim-duration";"stressng/cpu-callfunc-bogo-ops";"stressng/cpu-double-bogo-ops";"stressng/cpu-euler-bogo-ops";"stressng/cpu-fft-bogo-ops";"stressng/cpu-fibonacci-bogo-ops";"stressng/cpu-int64-bogo-ops";"stressng/cpu-loop-bogo-ops";"stressng/cpu-matrixprod-bogo-ops";"stressng/network-epoll-bogo-ops";"stressng/network-icmp-flood-bogo-ops";"stressng/network-sockfd-bogo-ops";"stressng/network-udp-bogo-ops";"sysbench/cpu-multi-thread-duration";"sysbench/cpu-single-thread-duration";"sysbench/fileio-1m-seq-write-latency";"sysbench/fileio-1m-seq-write-latency-95-percentile";"sysbench/fileio-1m-seq-write-throughput";"sysbench/fileio-4k-rand-read-latency";"sysbench/fileio-4k-rand-read-latency-95-percentile";"sysbench/fileio-4k-rand-read-throughput";"sysbench/fileio-4k-rand-write-latency";"sysbench/fileio-4k-rand-write-latency-95-percentile";"sysbench/fileio-4k-rand-write-throughput";"sysbench/memory-default-block-size-throughput";"sysbench/memory-large-block-size-throughput";"sysbench/mutex-latency";"sysbench/threads-128-latency";"sysbench/threads-1-latency";"wordpress-bench/s1-response_time";"wordpress-bench/s1-throughput";"wordpress-bench/s2-response_time";"wordpress-bench/s2-throughput";"wordpress-bench/s3-response_time";"wordpress-bench/s3-throughput"
"i-01560789f178bb2b5";"rmit-combined_v3_aws_m3.large";5092.733333333334;782.6666666666666;828.0;13989.666666666666;70.20666666666666;391.3333333333333;672.0;676.0;162.144901;331187.25333333336;10396.13;8231209.226666667;434.2033333333334;1.3466589936666667E7;57866.43333333333;24579.429999999997;199.24333333333334;76839.31333333334;331837.5833333333;50.66333333333333;278907.70999999996;29.1558;29.166233333333338;11.11;19.486666666666668;82.69999999999999;0.48;0.7266666666666666;8.496566666666666;0.01;0.01;1.9389;1507.2233333333334;9551.416666666666;2204.2166666666667;76.22666666666667;0.26666666666666666;427.6903920483592;2.338864849519507;564.8152392725206;1.7705772803949558;1248.8613246218067;0.8966748377627508
"i-017059a79383f677b";"rmit-combined_v3_aws_m3.large";5895.866666666666;675.8166666666667;702.6666666666666;17963.0;54.406666666666666;314.0;672.3333333333334;675.3333333333334;161.88867666666667;331448.42333333334;10438.323333333334;8240175.149999999;434.1233333333334;1.3488182790000001E7;57962.89666666667;24609.376666666667;198.85;75730.48;331653.1533333333;53.25;275657.14999999997;29.112033333333333;29.122966666666667;11.11;19.473333333333333;82.68833333333333;0.3033333333333333;0.5733333333333333;12.855666666666666;0.01;0.01;2.1564;1503.9133333333332;9574.85;2202.9499999999994;75.29666666666667;0.26;421.2485833054338;2.374628587756911;563.7173204966065;1.7741199748264191;1228.8332943014157;0.9380049991076739
"i-01860f3a971e5ddc7";"rmit-combined_v3_aws_m3.large";5804.233333333334;685.2666666666668;785.3333333333334;16024.333333333334;59.53333333333333;342.0;669.6666666666666;676.3333333333334;162.26501499999998;332317.2266666666;10419.076666666666;8232794.453333333;434.33666666666664;1.3475895290000001E7;57869.37666666667;24596.206666666665;201.32000000000002;70169.88;212868.97;51.77666666666667;192529.99333333332;29.174633333333333;29.18076666666667;11.200000000000001;17.19666666666667;82.058;0.2733333333333334;0.55;14.231;0.01;0.01;2.1043;339.5733333333333;9325.746666666666;2204.1566666666663;240.6833333333333;0.8533333333333334;445.74980422121934;2.2434714352003975;584.4772134855941;1.711394520775056;1247.5781654518564;0.9458823096698046
"i-018b5b19d462c58b4";"rmit-combined_v3_aws_m3.large";5882.833333333333;677.3299999999999;812.0;17547.0;55.74333333333334;336.6666666666667;673.0;675.6666666666666;162.35159266666668;333042.6333333333;10433.863333333333;8249916.213333334;434.00333333333333;1.3496477746666664E7;58002.256666666675;24630.553333333333;199.17666666666665;81215.19666666667;331393.66;53.85666666666666;277247.4766666666;29.088966666666664;29.093366666666665;11.1;15.82;82.68833333333333;0.32666666666666666;0.8766666666666666;12.299;0.01;0.01;2.178;1493.74;9586.346666666666;2200.2266666666665;76.61333333333333;0.26;425.3421259066886;2.351661733663575;562.7754730174561;1.776945702587135;1260.1182491885797;0.9094285433175534
"i-01940ccdbad7f3a91";"rmit-combined_v3_aws-eu_m1.small";5251.566666666667;758.0300000000001;894.6666666666666;12912.666666666666;72.33333333333333;387.3333333333333;246.33333333333334;312.0;845.3438466666666;97467.57666666666;2915.513333333334;1911193.3766666667;120.14;2803550.446666667;17462.45;7533.236666666667;56.61333333333334;6946.906666666667;57884.37333333333;6.423333333333335;17508.066666666666;96.11516666666667;96.31670000000001;25.669999999999998;35.68000000000001;36.272333333333336;0.2833333333333334;0.5033333333333333;13.899999999999999;0.02;0.02;1.3374;114.88666666666667;2758.6;7292.91;1079.6200000000001;3.463333333333333;2588.88046600183;0.3863072951859689;3254.577701004147;0.3073133627458305;3175.3300988700357;0.3190070280393153
"i-01b6e6a97654da1f8";"rmit-combined_v3_aws-eu_m1.small";5056.5;787.6300000000001;1033.3333333333333;9702.666666666666;97.34333333333332;423.3333333333333;245.33333333333334;312.3333333333333;843.9391893333333;97209.54;2915.373333333333;1912634.7733333334;118.87;2819035.903333334;17628.263333333332;7607.356666666667;57.49333333333333;7004.860000000001;55313.40666666667;5.646666666666667;15499.916666666666;96.34986666666667;96.1819;25.69666666666667;35.693333333333335;36.224333333333334;0.31;0.5499999999999999;13.366666666666667;0.02;0.02;1.4396000000000002;108.5;2769.7066666666665;7239.466666666667;1214.8266666666666;3.6366666666666667;2617.552062351953;0.3820519123147858;3233.511157714282;0.30927400061028254;3184.764931732118;0.31911287642758723
"i-01cc978e158c70b5a";"rmit-combined_v3_aws-eu_m1.small";5127.9;778.3266666666667;934.6666666666666;12241.0;77.53333333333332;394.0;276.6666666666667;314.3333333333333;840.96224;97252.66333333333;2939.4266666666663;1926126.13;120.93333333333334;2826896.0766666667;17546.833333333332;7577.28;57.526666666666664;7182.843333333333;60716.34333333333;6.626666666666666;18064.033333333336;96.08246666666666;96.30616666666667;25.673333333333336;35.7;36.279666666666664;0.3066666666666667;0.5366666666666666;13.202333333333334;0.02;0.02;1.1871;121.92333333333333;2779.1766666666667;7226.986666666667;978.7633333333333;3.0700000000000003;2581.544935385739;0.387386023818916;3167.2931295391277;0.3157460286010727;3118.102420314224;0.3277400631078711
"i-01d8ee48d66885757";"rmit-combined_v3_aws-us_m1.small";5089.499999999999;783.8800000000001;949.3333333333334;11875.333333333334;81.72333333333334;404.6666666666667;244.0;312.0;843.4759096666667;96612.12000000001;2934.97;1916392.9566666668;119.59333333333332;2819984.3800000004;17504.32;7544.97;57.53333333333333;7487.916666666667;61123.013333333336;6.6499999999999995;17573.539999999997;96.0955;95.98073333333333;25.663333333333338;35.73333333333333;36.27333333333333;0.2866666666666667;0.48;13.762666666666666;0.02;0.02;1.2571;121.87666666666667;2779.49;7241.933333333333;986.65;3.0866666666666664;2507.1918901877434;0.39888488610970513;3157.9977625687275;0.31667028458929614;3108.3325776308297;0.3312784722797257
"i-0218a31eedd8e20f0";"rmit-combined_v3_aws-eu_m1.small";4983.433333333333;799.1033333333334;981.3333333333334;13207.0;69.84666666666666;399.3333333333333;253.33333333333334;312.6666666666667;839.3176523333333;97669.95;2934.83;1914897.87;120.78333333333335;2827159.02;17623.54;7603.636666666666;57.38333333333333;6609.95;52662.71333333334;5.510000000000001;15699.463333333333;95.9785;96.1105;25.653333333333336;35.68;36.284;0.24;0.4166666666666667;16.010333333333335;0.02;0.02;1.2809;102.85666666666667;2786.66;7264.043333333334;1316.7566666666667;4.03;2572.789215430341;0.3887471986857291;3192.163206657187;0.3132944059979454;3217.2461155103542;0.31577503554991315
"i-0244479065af35d11";"rmit-combined_v3_aws-us_m1.small";5136.4;774.5133333333333;948.0;12845.666666666666;71.94666666666666;403.3333333333333;245.33333333333334;313.6666666666667;840.0357903333334;97196.39;2908.8733333333334;1914250.7933333337;120.43333333333334;2813775.3433333333;17580.13666666667;7611.759999999999;57.00333333333333;6486.93;52728.506666666675;5.416666666666667;15462.306666666665;96.08466666666668;96.19959999999999;25.69333333333333;35.60333333333333;36.28033333333333;0.27666666666666667;0.49666666666666665;14.257666666666665;0.02;0.023333333333333334;1.165733333333333;102.34666666666668;2748.19;7250.75;1324.4866666666667;3.983333333333333;2575.2536184343376;0.38836200052181086;3223.5252042552966;0.3102605072115531;3347.7564792717717;0.30619125722535045
"i-026153e3b0027181c";"rmit-combined_v3_aws-eu_m1.small";5465.200000000001;728.1899999999999;764.0;13459.666666666666;69.08;376.6666666666667;232.0;312.3333333333333;844.1803726666667;97593.98666666668;2932.44;1917407.9400000002;119.67333333333335;2822110.776666667;17577.213333333333;7608.496666666666;56.620000000000005;7490.400000000001;58833.82666666667;6.419999999999999;17659.326666666664;96.23896666666667;96.46486666666665;25.66;35.73;36.273;0.24666666666666667;0.4033333333333333;15.908666666666667;0.02;0.02;1.485;119.63;2760.5766666666664;7270.796666666666;1025.3266666666666;3.2066666666666666;2607.817909779104;0.38346770170745875;3262.320434526804;0.3065705704843589;3366.834228005842;0.30205727022937934
"i-02ac8aaa71a751a26";"rmit-combined_v3_aws-eu_m1.small";4955.766666666666;804.0766666666667;844.0;13228.0;70.27;392.6666666666667;276.6666666666667;314.3333333333333;851.5850303333333;95944.90666666666;2895.816666666667;1908829.8699999999;118.04666666666667;2811650.9333333336;17390.273333333334;7494.806666666666;55.349999999999994;7247.7733333333335;58467.21333333334;6.536666666666666;18347.253333333334;96.67893333333332;96.8295;25.653333333333332;34.49;36.27466666666667;0.2833333333333333;0.54;13.772333333333334;0.02;0.02;1.6993333333333334;120.69333333333333;2756.02;7290.756666666667;1008.2000000000002;3.143333333333333;2624.1628584165605;0.38112531836624014;3264.210333608928;0.3064568425264244;3247.216248074607;0.3153239205022778
"i-02cf3515ac7c48a3d";"rmit-combined_v3_aws_m3.large";5784.100000000001;689.18;814.6666666666666;17588.0;55.6;335.3333333333333;672.0;674.6666666666666;161.65119066666668;331966.10000000003;10456.92;8251144.066666666;433.28000000000003;1.3505384883333333E7;57962.420000000006;24652.88666666667;203.1833333333333;78620.81999999999;336269.9;52.26;284911.1566666667;29.084166666666665;29.086066666666667;11.106666666666667;15.846666666666666;82.69099999999999;0.5833333333333334;2.873333333333333;6.980833333333334;0.01;0.01;2.1086666666666667;1506.7166666666665;9581.593333333332;2198.513333333334;75.89333333333333;0.26;411.5109478208951;2.4302988516004485;553.4704372026955;1.806818362778982;1253.1354727719884;0.9230908512905062
"i-02d623d3e841588c9";"rmit-combined_v3_aws_m3.large";5550.2;717.9499999999999;753.3333333333334;17853.666666666668;54.71;311.3333333333333;670.0;676.3333333333334;162.03764133333334;332201.22;10386.37;8231412.960000001;433.6566666666667;1.3469208913333332E7;57878.993333333325;24587.823333333334;197.86333333333334;75236.20666666667;330974.8;50.663333333333334;280382.42;29.161;29.155066666666666;11.13;19.5;82.55133333333333;0.4533333333333333;1.7733333333333334;8.814133333333332;0.01;0.01;1.9106999999999996;1508.1866666666667;9552.276666666667;2204.3566666666666;77.74666666666666;0.26;427.12077616398966;2.3416775988170593;562.311125267148;1.7785111516649355;1275.5949017527194;0.926134627721698
"i-02e141b36e7642040";"rmit-combined_v3_aws-us_m1.small";5246.766666666666;758.1466666666666;812.0;13254.333333333334;69.80333333333333;396.6666666666667;281.0;315.0;845.2732310000001;97266.81;2890.306666666667;1909370.7666666668;119.17;2815320.64;17453.56333333333;7547.786666666667;57.416666666666664;6826.2733333333335;53567.97666666666;5.773333333333333;15284.88;96.34976666666667;96.23936666666668;25.686666666666667;35.656666666666666;36.26266666666667;0.29;0.44;14.240666666666664;0.02;0.02;1.1975666666666667;107.21;2765.7900000000004;7287.36;1252.4800000000002;3.776666666666667;2604.0299190412757;0.38407717701951455;3269.7884306855613;0.3058461005087343;3465.2748586162907;0.29058566705101047
"i-02ec05df36af1e9d4";"rmit-combined_v3_aws_m3.medium";5657.466666666667;704.3466666666667;865.3333333333334;17668.333333333332;55.23666666666667;324.6666666666667;288.0;316.0;487.38634499999995;163394.30666666667;5160.473333333333;4069696.206666667;214.69333333333336;6653046.933333334;28592.703333333335;12150.073333333334;91.41666666666667;26808.486666666664;168042.31333333332;36.77;75336.04333333333;59.05583333333333;59.039433333333335;25.74;32.03666666666667;35.87233333333334;0.27666666666666667;0.5233333333333333;14.179666666666668;0.01;0.01;2.0530666666666666;769.9566666666666;4725.473333333332;4456.49;135.37666666666667;0.47;1362.463218890659;0.7339892814887833;1782.7466703093921;0.5609363578113481;2072.002498761502;0.5246399861127479
"i-02f60df839921acc8";"rmit-combined_v3_aws-us_m3.medium";5846.133333333334;681.9666666666667;852.0;16267.0;60.300000000000004;350.0;290.0;316.0;485.23159933333335;163306.26;5142.14;4069588.473333333;214.21666666666667;6652071.753333333;28647.8;12170.21;92.18666666666667;27740.826666666664;172214.51666666663;37.75333333333333;78163.07333333335;58.9315;58.9314;25.776666666666667;32.03666666666667;35.821666666666665;0.3;0.57;13.217666666666666;0.01;0.01;2.1531333333333333;772.4966666666666;4738.876666666667;4444.753333333333;135.87666666666667;0.47333333333333333;1296.1274909368005;0.7716004042240718;1776.1498868489855;0.5630538772177122;1937.9232392478334;0.5524539675009973
"i-02fdff11248a5c0ca";"rmit-combined_v3_aws-us_m1.small";5221.433333333333;761.6733333333333;905.3333333333334;11404.666666666666;81.97333333333334;419.3333333333333;220.66666666666666;311.3333333333333;846.6857396666668;95263.64;2912.84;1904970.8800000001;119.48666666666666;2814863.8333333335;17502.04333333333;7549.07;56.65;6353.9766666666665;51319.46666666667;5.45;16111.206666666667;96.41086666666668;96.47013333333335;25.653333333333336;35.669999999999995;36.285000000000004;0.30666666666666664;0.5033333333333333;13.4386;0.02;0.02;1.5571666666666666;102.27;2739.733333333333;7279.236666666667;1335.9333333333334;4.003333333333333;2607.079321505153;0.38363393225767317;3265.7324354342004;0.30623121970949546;3257.9322234352453;0.30897006492495643
"i-032841abee9e9032b";"rmit-combined_v3_aws_m3.large";4772.099999999999;835.5466666666667;873.3333333333334;14823.333333333334;66.22000000000001;367.3333333333333;669.3333333333334;676.0;162.467969;331421.93;10430.426666666666;8233327.276666667;434.45666666666665;1.3470267056666667E7;57846.920000000006;24552.57666666667;200.97333333333333;84107.86666666667;333214.50333333336;50.416666666666664;276583.00333333336;29.1504;29.1568;11.103333333333333;15.82;82.65933333333332;0.29;0.5433333333333333;13.408000000000001;0.01;0.01;1.7288333333333332;1506.9666666666665;9556.869999999999;2204.4666666666667;75.93;0.26333333333333336;420.2489182276233;2.380257483698378;554.8516648337762;1.8028604662344148;1299.7808846165474;0.8644057473620722
"i-0345e36d2faf668f1";"rmit-combined_v3_aws_m3.large";6227.366666666666;639.8266666666667;806.6666666666666;17338.333333333332;56.53666666666667;320.6666666666667;669.3333333333334;675.6666666666666;161.834742;331624.54333333333;10447.343333333332;8250258.983333333;434.4566666666667;1.3500824950000001E7;58022.75;24610.626666666667;204.28333333333333;71225.02666666667;320841.7733333333;53.336666666666666;270396.7133333334;29.079966666666667;29.0789;11.133333333333333;19.416666666666668;82.54866666666666;0.22999999999999998;0.48;17.149333333333335;0.01;0.01;2.1346333333333334;1506.4666666666665;9576.369999999999;2200.98;76.19666666666667;0.26;461.3604237291909;2.167531815086825;611.4025423709014;1.6357774605028237;1364.61603310975;0.8357110898298131
"i-03588afe061997c61";"rmit-combined_v3_aws_m3.large";5302.033333333334;751.9866666666667;790.6666666666666;14910.666666666666;65.86;370.0;672.0;676.3333333333334;162.14263833333334;332329.87;10443.80666666667;8232690.13;434.06333333333333;1.3471031983333334E7;57872.31666666666;24565.67;200.41;79142.73333333332;333151.43666666665;53.20666666666667;275900.50333333336;29.15693333333333;29.160233333333334;11.11;19.406666666666666;82.66466666666666;0.2833333333333334;0.5833333333333334;13.914;0.01;0.01;1.9969999999999999;1496.1599999999999;9555.616666666667;2203.763333333333;76.89333333333333;0.26;460.92598184735976;2.1697481541521966;599.0814047254347;1.6694104051911476;1310.7265002307536;0.8529487856256704
"i-03702b0abf5210a3f";"rmit-combined_v3_aws_m3.large";5711.066666666666;697.7199999999999;830.6666666666666;17678.666666666668;55.26666666666667;328.6666666666667;670.3333333333334;675.3333333333334;161.76453233333334;331784.66;10397.57;8238565.213333334;433.9666666666667;1.348524786E7;57933.51666666666;24638.0;199.31000000000003;78763.27333333333;333446.17;50.75333333333333;276447.92666666664;29.132433333333335;29.125266666666665;11.12;18.25;82.61633333333333;0.33;0.6666666666666666;11.972;0.01;0.01;2.1435999999999997;1502.2966666666664;9578.51;2199.366666666667;75.65666666666667;0.26;441.03816594731853;2.268478949457576;577.4892717771232;1.7319515981790639;1282.1411588680762;0.8657351129772985
"i-0373158417767720c";"rmit-combined_v3_aws_m3.medium";5846.266666666666;682.4266666666667;893.3333333333334;17837.666666666668;54.696666666666665;314.0;287.6666666666667;316.0;489.17744066666666;162185.54;5098.876666666667;4046933.31;213.12;6622454.363333333;28450.516666666666;12089.269999999999;89.88;26195.556666666667;167927.41666666666;36.32;77508.09333333334;59.510799999999996;59.37363333333334;25.75333333333333;32.03333333333333;35.864666666666665;0.3133333333333333;0.8966666666666665;13.2639;0.01;0.01;2.021533333333333;764.2200000000001;4701.19;4483.706666666666;138.10333333333332;0.48333333333333334;1449.8077505493056;0.6899579848616222;1852.0261004379781;0.5400389216944976;2079.266037433507;0.5177668443286755
"i-038f0658a8fb19e41";"rmit-combined_v3_aws_m3.large";5959.066666666667;668.5833333333334;857.3333333333334;16936.666666666668;58.00333333333333;338.0;671.0;675.0;161.78171366666666;332736.38666666666;10435.18;8246308.73;436.1566666666667;1.3496951410000002E7;57993.41333333333;24631.843333333334;198.64000000000001;75985.20333333332;332123.02999999997;52.4;278621.2866666667;29.102000000000004;29.0997;10.606666666666667;16.813333333333333;87.74433333333333;0.3333333333333333;0.69;11.855333333333334;0.01;0.01;2.1737;1509.5966666666666;9583.24;2199.393333333333;77.17333333333333;0.26;422.94599217469516;2.364647901372915;559.7441028419663;1.7865831864408268;1285.3832472897404;0.8839431730580879
"i-039a1fd123927bfa5";"rmit-combined_v3_aws-eu_m1.small";4970.266666666667;800.4533333333334;980.0;13189.666666666666;70.08333333333333;402.0;225.66666666666666;311.6666666666667;846.5649346666665;97650.64;2935.0933333333337;1915348.2166666668;120.87;2823389.52;17568.290000000005;7610.366666666666;56.80333333333334;6591.126666666666;53877.84333333333;5.756666666666668;15929.356666666667;96.19296666666666;96.14723333333332;25.64;35.70666666666667;36.290333333333336;0.2866666666666667;0.5499999999999999;13.696666666666667;0.02;0.02;1.2346666666666666;106.19333333333333;2762.58;7279.636666666666;1213.3833333333332;3.6833333333333336;2592.238885746537;0.3857803539267097;3231.9440500254555;0.30944458155891313;3339.623368733873;0.30644572272974163
"i-03bea7a3fbf484a58";"rmit-combined_v3_aws_m3.medium";5372.533333333334;741.7666666666668;774.6666666666666;17802.333333333332;54.870000000000005;316.6666666666667;288.0;316.0;487.54011399999996;162416.63666666666;5133.386666666666;4051718.5100000002;213.67;6634579.283333334;28519.853333333333;12051.146666666667;92.05666666666666;27305.86666666667;170205.94666666668;37.32333333333333;76599.18000000001;59.22136666666666;59.249599999999994;25.723333333333333;32.03333333333333;35.88966666666666;0.62;2.296666666666667;7.470566666666667;0.01;0.01;1.9906;776.1899999999999;4708.883333333334;4468.6066666666675;139.16;0.48333333333333334;1381.2328194352203;0.7241659105154747;1791.0385527161327;0.5584063609506779;1976.4981488685396;0.545385553415306
"i-03c26541ac60e3b30";"rmit-combined_v3_aws_m3.large";5375.833333333333;741.4766666666668;774.6666666666666;15463.0;63.47333333333333;364.6666666666667;671.6666666666666;676.3333333333334;162.12297733333332;331564.9633333333;10425.73;8231261.383333333;433.7166666666667;1.3468476306666667E7;57862.253333333334;24577.25;202.77666666666664;73901.89;331722.11000000004;53.836666666666666;277172.24666666664;29.159033333333337;29.15646666666667;11.11;19.5;82.69699999999999;0.27;0.5733333333333333;14.550666666666666;0.01;0.01;1.955;1505.1599999999999;9559.876666666665;2204.19;76.21666666666668;0.26;430.43129769499615;2.3240243041327733;563.1679294353561;1.7758564169396258;1229.1679588247891;0.9153000929605906
"i-03c6bcbc8f0b17d48";"rmit-combined_v3_aws_m3.large";6009.533333333333;662.9533333333334;854.6666666666666;17610.0;55.52;331.3333333333333;671.3333333333334;676.0;161.78435733333333;332230.8633333333;10440.476666666667;8242374.859999999;435.8066666666667;1.349039533E7;57942.909999999996;24619.156666666666;201.92;75615.87;332270.7266666666;52.04333333333333;276413.34;29.094833333333337;29.091566666666665;11.11;15.833333333333334;82.68566666666668;0.27666666666666667;0.54;14.262666666666666;0.01;0.01;2.245833333333333;1499.756666666667;9582.153333333334;2203.866666666667;73.79333333333334;0.26333333333333336;433.1128416922708;2.310000615861267;567.8332435155038;1.7612551747196499;1270.9180083303875;0.9287112867839248
"i-03eb396a509fda8a7";"rmit-combined_v3_aws_m3.large";5642.8;706.27;732.0;18015.0;54.26333333333334;306.0;672.3333333333334;676.0;161.64928566666666;332650.64999999997;10425.953333333333;8254838.21;435.94;1.35059024E7;58029.87333333333;24635.396666666667;199.84;76166.86333333333;333262.1633333334;50.173333333333325;281910.14666666667;29.074866666666665;29.071866666666665;11.1;15.82;82.68633333333334;0.5133333333333333;2.32;7.892866666666667;0.01;0.01;2.1016666666666666;1503.6466666666668;9576.013333333334;2197.9900000000002;76.32666666666667;0.26;430.1999256171086;2.3248613094952595;563.7694204560757;1.7739081002482753;1228.0847302725995;0.9239425887381638
"i-0402d734b0ecb23c3";"rmit-combined_v3_aws-us_m3.medium";6048.100000000001;668.4795833333334;828.0;17850.666666666668;54.70333333333334;316.6666666666667;284.3333333333333;316.0;484.360394;163854.99333333332;5165.616666666666;4077719.1933333334;214.57000000000002;6677914.076666667;28667.98;12174.12;99.5;26893.503333333338;169078.52;37.06;76065.34333333334;58.882866666666665;58.94493333333333;25.74;32.02666666666667;35.86866666666666;0.25333333333333335;0.5066666666666667;15.422666666666666;0.01;0.01;2.3092;777.0633333333334;4727.543333333334;4440.633333333334;140.10333333333332;0.48333333333333334;1297.4516805579206;0.7707984228930446;1784.6544197350777;0.560350185269209;1986.8610241248382;0.5446858859063352
"i-0423ef2d9a4c06e3e";"rmit-combined_v3_aws_m3.large";5693.900000000001;699.8633333333333;734.6666666666666;18028.666666666668;54.21333333333333;302.0;672.0;661.3333333333334;161.64257933333334;332190.89;10456.24;8254946.996666666;433.82;1.3506844386666665E7;58027.68666666667;24651.920000000002;198.41;79353.48333333334;335297.7133333333;51.19333333333333;276817.43;29.074299999999997;29.074399999999997;11.186666666666667;18.433333333333334;82.04166666666667;0.2933333333333334;0.5433333333333333;13.456000000000001;0.01;0.01;2.1461333333333332;1496.5866666666668;9586.980000000001;2198.5399999999995;77.81666666666666;0.26;423.00144342449903;2.3643493836089067;555.3335075267702;1.8008540703801807;1277.3497979109507;0.8797443566381699
"i-0427be8ff0c6ecd78";"rmit-combined_v3_aws-us_m1.small";4546.666666666667;875.8866666666668;989.3333333333334;10179.0;92.63000000000001;386.0;217.33333333333334;311.3333333333333;847.9593610000001;95854.14;2888.0066666666667;1903498.4533333334;118.19333333333333;2811118.893333333;17188.403333333332;7498.5233333333335;56.02333333333333;6746.170000000001;55237.056666666664;5.943333333333334;16546.896666666664;97.0129;97.0151;25.66333333333333;35.61666666666667;36.263666666666666;0.2833333333333334;0.4033333333333333;13.946;0.02;0.02;1.2090333333333334;109.37666666666667;2748.616666666667;7313.066666666667;1163.9633333333334;3.643333333333333;2675.5772351718238;0.37376267925732515;3353.068418473152;0.2982958426686784;3249.0253918631915;0.31317612403955586
"i-04282ac29a2f1da4e";"rmit-combined_v3_aws-us_m1.small";4867.566666666667;817.4666666666666;1133.3333333333333;10769.666666666666;87.01333333333334;412.6666666666667;205.33333333333334;302.3333333333333;851.1445226666668;95161.27;2878.543333333333;1904624.3066666666;118.57666666666667;2792309.7033333336;17294.3;7462.263333333333;55.46333333333333;6185.38;51887.59333333333;5.33;15203.590000000002;96.8315;96.9341;25.649999999999995;35.56666666666667;36.28966666666667;0.33;0.51;12.446233333333334;0.02;0.03;1.4516;101.66333333333334;2708.4966666666664;7288.29;1385.3766666666668;4.04;2689.370772982811;0.3718397721481581;3336.153116171778;0.2999119638692063;3187.143320092215;0.32009262583336273
"i-044d6917fa6f7456b";"rmit-combined_v3_aws_m3.medium";5261.633333333334;757.5033333333334;772.0;17819.0;54.75666666666667;319.3333333333333;286.6666666666667;316.0;487.34553966666664;162789.36666666667;5117.376666666667;4059079.3200000003;212.45000000000002;6644411.350000001;28545.37;12097.543333333333;93.71666666666668;27849.666666666668;168054.57000000004;37.99666666666666;79229.8;59.16073333333333;59.17706666666667;25.746666666666666;32.02666666666667;35.87166666666667;0.3433333333333333;0.56;11.391;0.01;0.01;2.0205333333333333;771.9833333333332;4700.759999999999;4466.8;133.88666666666666;0.4766666666666666;1351.5210134048632;0.7399487212460958;1771.5124470526773;0.5645019460723018;1932.781134893011;0.5476908683795685
"i-04506dcc589a70fdf";"rmit-combined_v3_aws_m3.large";5699.066666666667;699.2266666666666;910.6666666666666;17553.666666666668;55.71;336.6666666666667;626.3333333333334;661.0;161.68797333333333;332272.4933333333;10451.603333333334;8250882.476666667;435.9166666666667;1.3502688056666667E7;58018.02;24642.566666666666;197.59;79321.17;334481.2966666667;51.99666666666667;275160.54;29.083299999999998;29.087633333333333;11.12;18.266666666666666;82.59333333333332;0.27666666666666667;0.5366666666666667;14.219666666666669;0.01;0.01;2.130333333333333;1511.2933333333333;9579.679999999998;2199.32;77.46666666666665;0.26;429.8184646845952;2.327026855867613;564.648214507419;1.7713038251088076;1272.356692660165;0.9142360181751353
"i-0455bd85a4418b4dc";"rmit-combined_v3_aws-eu_m1.small";5408.266666666666;735.5333333333333;806.6666666666666;12677.666666666666;73.53666666666668;392.6666666666667;223.33333333333334;310.6666666666667;845.1642303333334;97512.05333333334;2925.7033333333334;1917239.3866666667;118.87333333333333;2817553.3699999996;17299.013333333332;7526.203333333334;56.410000000000004;6598.656666666666;53558.340000000004;5.603333333333334;15804.409999999998;96.21866666666666;96.20623333333333;25.656666666666666;35.666666666666664;36.284666666666666;0.2333333333333333;0.38999999999999996;16.829;0.02;0.02;1.3171666666666664;104.59333333333335;2725.47;7267.82;1184.6966666666667;3.603333333333333;2625.8050931990833;0.3808587255400906;3253.813456579121;0.3073371936914258;3424.8642368275173;0.2976459752095524
"i-047ddcc0da4931701";"rmit-combined_v3_aws_m3.large";5738.466666666667;694.4766666666666;745.3333333333334;17705.333333333332;55.22666666666667;323.3333333333333;672.0;675.6666666666666;162.078758;331551.43333333335;10457.050000000001;8248270.580000001;434.5133333333333;1.350004871E7;57989.19666666666;24635.053333333333;199.65666666666667;78095.55333333333;331907.05;51.593333333333334;277252.56666666665;29.098166666666668;29.087666666666667;11.11;15.836666666666668;82.69166666666668;0.27666666666666667;0.55;14.159;0.01;0.01;2.1552333333333333;1492.2700000000002;9583.583333333334;2199.39;77.36666666666666;0.26;428.63324499557444;2.3330702664594467;562.3921607635812;1.7782035790344792;1281.1814056760013;0.9028802145759004
