"provider_vm_id";"source";"fio/4k-seq-write-bandwidth";"fio/4k-seq-write-latency";"fio/4k-seq-write-latency-95-percentile";"fio/8k-rand-read-iops";"fio/8k-rand-read-latency";"fio/8k-rand-read-latency-95-percentile";"iperf/multi-thread-bandwidth";"iperf/single-thread-bandwidth";"md-sim-duration";"stressng/cpu-callfunc-bogo-ops";"stressng/cpu-double-bogo-ops";"stressng/cpu-euler-bogo-ops";"stressng/cpu-fft-bogo-ops";"stressng/cpu-fibonacci-bogo-ops";"stressng/cpu-int64-bogo-ops";"stressng/cpu-loop-bogo-ops";"stressng/cpu-matrixprod-bogo-ops";"stressng/network-epoll-bogo-ops";"stressng/network-icmp-flood-bogo-ops";"stressng/network-sockfd-bogo-ops";"stressng/network-udp-bogo-ops";"sysbench/cpu-multi-thread-duration";"sysbench/cpu-single-thread-duration";"sysbench/fileio-1m-seq-write-latency";"sysbench/fileio-1m-seq-write-latency-95-percentile";"sysbench/fileio-1m-seq-write-throughput";"sysbench/fileio-4k-rand-read-latency";"sysbench/fileio-4k-rand-read-latency-95-percentile";"sysbench/fileio-4k-rand-read-throughput";"sysbench/fileio-4k-rand-write-latency";"sysbench/fileio-4k-rand-write-latency-95-percentile";"sysbench/fileio-4k-rand-write-throughput";"sysbench/memory-default-block-size-throughput";"sysbench/memory-large-block-size-throughput";"sysbench/mutex-latency";"sysbench/threads-128-latency";"sysbench/threads-1-latency";"wordpress-bench/s1-response_time";"wordpress-bench/s1-throughput";"wordpress-bench/s2-response_time";"wordpress-bench/s2-throughput";"wordpress-bench/s3-response_time";"wordpress-bench/s3-throughput"
"i-00a3f64a2dade9dc0";"rmit-combined_v3_aws_m3.large";5967.400000000001;667.66;766.6666666666666;17552.333333333332;55.69333333333333;340.6666666666667;671.6666666666666;675.6666666666666;161.603611;332110.05;10450.633333333333;8253261.329999999;434.88333333333327;1.3504334873333335E7;58028.12666666667;24632.38666666667;198.12333333333333;76851.64;335778.25333333336;53.053333333333335;271291.89666666667;29.0825;29.084166666666665;11.11;19.47666666666667;82.69433333333332;0.2733333333333334;0.54;14.334000000000001;0.01;0.01;2.1544666666666665;1508.1500000000003;9586.37;2198.5099999999998;77.16333333333334;0.26;411.1184781388104;2.4327822979489184;553.8727597570224;1.8056070120351286;1266.413147693518;0.9062501001600264
"i-00a791072719996c6";"rmit-combined_v3_aws-us_m1.small";4608.466666666666;864.1366666666667;1053.3333333333333;13286.666666666666;69.46;392.6666666666667;257.6666666666667;313.3333333333333;844.2744763333334;97240.75666666667;2885.94;1914108.6966666665;119.92666666666668;2815932.4933333336;17453.563333333335;7597.193333333334;56.73;6598.616666666666;53700.333333333336;5.359999999999999;15675.503333333334;96.22963333333333;96.20356666666667;25.656666666666666;35.67666666666667;36.263;0.3366666666666666;0.63;11.597000000000001;0.02;0.023333333333333334;1.1432333333333335;104.55;2752.9533333333334;7257.623333333334;1297.0833333333333;3.91;2584.7263998925227;0.3869417986703228;3244.0439723763952;0.3083058690235457;3408.192796720305;0.30021864978397517
"i-00cb5c799d27fda95";"rmit-combined_v3_aws-eu_m1.small";5479.0;726.1033333333334;793.3333333333334;13311.0;69.91666666666667;392.6666666666667;204.0;310.0;839.2883390000001;98232.86666666665;2945.093333333333;1920202.17;121.33666666666666;2827157.8633333333;17647.53;7614.383333333334;57.92666666666667;7134.963333333333;56323.88999999999;6.216666666666666;16068.943333333335;96.09493333333334;95.98596666666667;25.756666666666664;35.67666666666667;36.14933333333334;0.2333333333333333;0.3866666666666667;16.599666666666668;0.02;0.02;1.3447666666666667;109.70333333333333;2776.6766666666667;7234.033333333333;1129.6166666666666;3.4466666666666668;2557.4113000507555;0.3910627117729964;3203.7919482210255;0.3121310756134889;3239.9372878028166;0.3139652097987402
"i-00e86f47239628cb7";"rmit-combined_v3_aws_m3.medium";5886.233333333333;676.84;806.6666666666666;17389.0;56.196666666666665;328.6666666666667;287.6666666666667;316.0;485.332511;163560.97666666668;5146.509999999999;4061922.356666667;214.35666666666668;6652660.293333333;28603.63;12144.316666666666;92.89999999999999;26046.406666666666;169677.15666666665;36.54;77091.35333333333;58.980066666666666;58.9649;25.74333333333333;32.03333333333333;35.87033333333333;0.3233333333333333;0.5833333333333334;12.133000000000001;0.01;0.01;2.1765000000000003;767.6933333333333;4746.283333333334;4452.366666666666;136.35333333333335;0.47333333333333333;1381.2118860228495;0.7240829610557457;1791.0229056157712;0.558391870412163;2050.1428165635884;0.5212387554745025
"i-00e93d205a3575d40";"rmit-combined_v3_aws_m3.large";6060.833333333333;657.2833333333333;692.0;17952.666666666668;54.419999999999995;311.3333333333333;652.6666666666666;676.3333333333334;161.81610066666667;332332.9066666667;10428.003333333332;8239943.919999999;435.69666666666666;1.3489565703333333E7;57958.22666666668;24637.686666666665;198.26;78849.68666666666;327301.4666666666;52.11666666666667;277060.5833333333;29.112399999999997;29.122066666666665;11.1;15.823333333333332;82.69233333333334;0.47;0.9566666666666667;9.108633333333332;0.01;0.01;2.2384333333333335;1508.18;9582.08;2201.01;77.46333333333332;0.26;434.39751877453523;2.302591218578495;570.3994263573114;1.7532818918463047;1277.4158064334713;0.9054136813675334
"i-00edee206ebc57096";"rmit-combined_v3_aws_m3.large";5861.7;679.7466666666667;772.0;17842.333333333332;54.78;319.3333333333333;656.3333333333334;676.6666666666666;161.75025300000001;332283.29666666663;10456.793333333333;8251881.82;433.0833333333333;1.3503274659999998E7;58005.543333333335;24632.056666666667;198.02333333333334;78928.91000000002;330516.63;52.416666666666664;272504.38;29.102333333333334;29.098166666666668;11.1;15.82;82.69;0.3033333333333334;0.5666666666666668;12.942666666666668;0.01;0.01;2.2114333333333334;1502.1933333333334;9585.043333333333;2199.6533333333336;77.58999999999999;0.26333333333333336;412.82322020939245;2.422409010801269;554.8563335476346;1.8023002293400656;1247.1212349420362;0.9176846553136436
"i-00f9c446de60f247d";"rmit-combined_v3_aws_m3.medium";5264.5;756.9766666666666;860.0;16380.333333333334;60.35666666666666;342.0;287.6666666666667;316.0;489.1422653333334;162209.62000000002;5124.68;4055530.0366666666;213.39000000000001;6643463.03;28546.096666666668;12045.923333333334;91.55333333333334;27430.199999999997;168271.18666666668;36.32666666666666;77985.0;59.19863333333333;59.18326666666667;25.74;32.10333333333333;35.864666666666665;0.3633333333333333;0.5800000000000001;10.745;0.01;0.01;2.0451333333333332;767.5633333333334;4684.33;4468.563333333333;140.12666666666667;0.4766666666666666;1405.768370004875;0.7115947827965248;1822.471305968279;0.5487948173393565;2026.5623350332346;0.5345718675463524
"i-011c7fe4264334b21";"rmit-combined_v3_aws_m3.large";5787.566666666667;688.5933333333332;700.0;18022.0;54.23333333333333;307.3333333333333;672.6666666666666;676.0;162.04115833333333;333384.33;10454.746666666668;8250829.776666667;433.42;1.350096549E7;58019.03666666666;24637.01;199.06333333333336;79505.09000000001;333538.55666666664;50.25999999999999;267970.38666666666;29.0852;29.088466666666665;11.173333333333332;18.3;82.21266666666666;0.39666666666666667;0.58;9.9741;0.01;0.01;2.143133333333333;1500.9766666666667;9586.943333333335;2198.5166666666664;76.91666666666667;0.26;429.13992593451604;2.330431192099328;563.2736444474864;1.7754458087617155;1288.4000019116163;0.8829921747749956
"i-0124fa9f1778afd20";"rmit-combined_v3_aws_m3.medium";5827.366666666666;684.0133333333333;876.0;17720.333333333332;55.11666666666667;324.6666666666667;287.6666666666667;316.0;485.6033;163443.76666666666;5136.626666666667;4071046.0666666664;213.23333333333335;6664070.41;28614.253333333338;12153.496666666666;91.33666666666666;27211.406666666666;171558.66;37.4;78089.61333333334;59.00463333333334;58.9849;25.743333333333336;32.03333333333333;35.872;0.39666666666666667;1.17;9.995766666666666;0.01;0.01;2.1134333333333335;773.8466666666667;4727.81;4454.133333333334;136.32666666666668;0.47;1349.2504293134891;0.7412552457907388;1781.9117864770706;0.5612338434443561;2051.947612378648;0.5276044474801388
"i-013267fad25d62242";"rmit-combined_v3_aws_m3.medium";5897.633333333334;676.13;933.3333333333334;17520.666666666668;55.81333333333333;324.6666666666667;287.0;316.0;485.9443396666666;163959.26;5149.003333333333;4057726.776666667;213.90666666666667;6660565.78;28647.72333333333;12158.656666666668;92.54;27192.36666666667;170895.05666666667;37.49666666666667;78332.88333333332;58.932399999999994;58.94883333333333;25.786666666666665;32.03666666666666;35.81933333333333;0.31;0.73;14.676400000000001;0.01;0.01;2.1648666666666667;777.0133333333333;4732.43;4444.43;135.44333333333336;0.47333333333333333;1356.2648794141405;0.7374797341007846;1775.9032980110132;0.5632419955429531;2039.1576483746792;0.531745936471682
"i-013ab3be31bafc3e6";"rmit-combined_v3_aws-us_m1.small";4148.6;963.5666666666666;1002.6666666666666;8174.666666666667;124.14666666666669;532.0;227.0;311.6666666666667;842.8887966666666;97260.85999999999;2920.0733333333337;1913435.4633333331;120.38;2815978.8800000004;17571.266666666666;7588.293333333332;58.37;6684.576666666667;54268.82666666667;6.293333333333334;16815.196666666667;96.39243333333332;96.2702;25.649999999999995;35.68666666666667;36.278999999999996;0.39000000000000007;0.6633333333333334;10.140833333333333;0.02;0.02;1.0493366666666666;105.74333333333334;2785.8633333333332;7290.18;1203.7833333333335;3.68;2569.4117438183944;0.38921882772032346;3195.665951088762;0.3129678028073639;3249.0372037642082;0.3125334898966092
"i-013c4c36c1eae5e33";"rmit-combined_v3_aws-us_m3.medium";5862.8;681.59;1008.0;16954.666666666668;57.75666666666666;343.3333333333333;290.0;316.0;485.40674433333334;163374.47;5148.073333333333;4069684.3699999996;214.4766666666667;6655172.693333332;28627.66;12171.226666666667;91.60666666666667;27283.666666666668;170755.5;37.336666666666666;78010.03666666667;58.97443333333333;58.995000000000005;25.74333333333333;32.03333333333333;35.87033333333333;0.4333333333333333;1.45;9.828299999999999;0.01;0.01;1.9473666666666667;776.25;4729.7733333333335;4449.863333333334;137.36333333333334;0.47;1347.6869246027456;0.7420876670179629;1761.4897748910753;0.5677120696674819;1932.0807365173516;0.5625681291894865
